Player,Games,AvgElo,Wins,Losses,Draws
Adrianoveterano,3,1301.3,2,1,0
piotrek215,3,2251.0,2,1,0
AJEDREZBLENGERI,3,1871.3,2,1,0
timehole,3,1525.3,2,1,0
Arefmoeini,3,1139.3,0,3,0
Suhas603,3,1661.7,0,2,1
DEEPYEES158,3,1324.3,2,1,0
LCDR,3,1760.3,2,1,0
garv420,3,1347.7,1,1,1
Ayush_Ch,3,1279.3,2,1,0
magic_polo,3,1805.0,2,1,0
Muhammad_Saloh2018,3,1034.3,3,0,0
ChessTomsk64,3,2390.3,2,1,0
Allfine24,3,1970.0,0,3,0
angelbarrajon,3,1915.0,1,1,1
ezz222,3,1227.0,1,2,0
NurikXdd,3,1259.3,2,1,0
salah660,3,1796.0,0,3,0
ihatesocks124,3,1514.3,2,1,0
Vishwasharma7654,3,1021.0,2,1,0
amirkhan61155,3,1890.0,1,2,0
hotchocolatemocha,3,1339.7,0,3,0
pamithuchessns,3,1924.0,2,0,1
Blinov_Sergey,3,1508.0,1,2,0
xavitu,3,1923.3,1,2,0
nextgm2022,3,2408.3,0,2,1
tushar7827,3,1437.3,1,2,0
aralditt,3,1367.3,1,2,0
AS_Coin,3,957.3,0,3,0
amolas94,3,1227.3,1,1,1
DeDVaSyA,3,2339.3,1,1,1
GrossBerry,3,1683.3,3,0,0
pollochessagian,3,2064.0,1,2,0
Mashinist19880203,3,1826.0,1,2,0
Tuning_fork,3,1162.3,2,1,0
sandu76,3,2032.3,1,2,0
richard1234987,3,1504.7,1,2,0
FrankTheKing,3,1422.7,2,1,0
Plushkan,3,1262.7,0,3,0
HansiAusTirol,3,996.7,1,2,0
morphology,3,1868.7,1,2,0
sac305,3,2207.7,3,0,0
Wizord,3,1874.0,1,2,0
JCancino,3,1405.0,3,0,0
inkeng,3,1840.3,0,3,0
Riaelsito,3,1828.7,2,1,0
retypo,3,1155.7,2,1,0
svet92,3,1593.7,2,1,0
Ganesh_022,3,968.3,3,0,0
aryan_z,3,1729.3,1,2,0
soncarlos_8880790,3,1187.7,1,2,0
KnightSpringer,3,2267.3,1,2,0
Stianmag1977,3,1061.3,1,2,0
ddavarel,3,1064.0,1,2,0
Hagailivne,3,1261.0,2,0,1
Smileofff,3,953.0,3,0,0
ibrahimehabgerges,3,1474.7,3,0,0
rudibomben,3,2145.7,3,0,0
ramses0404,3,1643.7,1,2,0
Kit_Ka_t,3,1082.7,1,2,0
direnmeri,3,1143.7,2,1,0
Clarota33,3,923.0,1,2,0
Eyopov,3,1630.7,2,1,0
Kampffussel,3,1783.7,2,1,0
tom-sssssss,3,1355.7,2,1,0
hsnjwd10,3,1515.0,2,1,0
FlyingPan,3,2278.0,2,1,0
daksh1234567,3,1904.0,1,2,0
abra3tb,3,862.3,1,2,0
GromGor,3,2028.3,2,1,0
a_foxxx,3,1372.3,1,2,0
isuckplese,3,2042.0,2,1,0
share29,3,2043.3,1,2,0
Gianlucamelandri,3,1679.3,1,2,0
tikhonov1987,3,1560.7,2,1,0
throwawaycompiler,3,1458.7,2,1,0
donistom,3,1420.3,3,0,0
mhido,3,1800.0,2,1,0
rasaras11,3,1341.3,1,2,0
rusok,3,1502.3,3,0,0
Branko678,3,1115.3,3,0,0
Pocopelo9,3,1783.3,1,1,1
Arthur_Favero,3,1425.3,0,3,0
sifone94,3,1254.7,1,2,0
Adam65,3,1101.7,1,2,0
doctr,3,1523.3,2,1,0
blackbird89,3,1318.0,2,1,0
umm2005,3,1273.0,2,1,0
saltaev,3,2440.0,1,1,1
JungevonderOstsee,3,1421.3,2,1,0
Ambo_Keris,3,1045.0,1,2,0
Gildas28,3,1640.0,1,2,0
rseb,3,2038.0,1,2,0
Jessas_Maria,3,2191.7,1,2,0
MoonlitKnight73,3,1748.3,0,3,0
maxiriquelme,3,1449.0,2,1,0
yuvs,3,1971.7,1,2,0
Rsjabber87,3,1523.7,1,2,0
Calixe,3,1085.3,2,1,0
kyriakospez,3,1949.0,2,1,0
slowhorse55,3,2256.3,2,1,0
Warwarwarpl,3,2060.3,1,1,1
blacklife1664,3,1932.3,1,2,0
slonslon,3,1530.3,3,0,0
chicken4711,3,1905.3,2,0,1
SSelectraa,3,1406.3,2,1,0
Absolom666,3,1993.0,0,2,1
tulqinbek78,3,1741.0,2,1,0
Tuniyadec,3,1640.3,1,2,0
Darrin,3,1559.7,1,2,0
Lord_of_pawn,3,1319.3,0,3,0
TRONz,3,1581.0,1,2,0
Nata33,3,1915.3,2,0,1
Sacchidanand,3,1932.7,2,1,0
Nexus3000,3,999.3,1,2,0
Bac321,3,1619.7,2,1,0
purpleyfrog,3,1399.0,0,2,1
parsabakhti2006,3,1982.0,0,3,0
TFD1968,3,1863.3,1,1,1
MartijnHex,3,1136.0,2,1,0
roman2001,3,2425.7,1,1,1
Gideon28,3,1218.3,1,2,0
yba080504,3,1206.0,2,1,0
Nicolas991929568,3,1612.7,1,1,1
BigBlackRook93,3,1464.0,2,0,1
midwinterknightmare,3,1699.0,2,1,0
fejear,3,1863.7,1,2,0
vishaljadav,3,1888.3,0,3,0
SofiaMelara12,3,1393.0,1,2,0
il_Fabritio,3,1134.0,1,2,0
Driptos,3,1786.0,1,2,0
ibrokemyoldphoneihml,3,1371.7,1,2,0
Atiratha,3,2263.3,2,1,0
Primate14,3,1362.7,0,3,0
noax00,3,1517.3,2,1,0
Uporcpine,3,1689.3,0,3,0
Kaderk,3,1807.3,0,2,1
xit123,3,958.7,1,2,0
ROBERTIN84,3,2036.0,3,0,0
tareklapoulgua,3,1548.3,2,1,0
b146sa1,3,1544.0,2,1,0
KuyaOgs14,3,1748.7,2,1,0
fluchess,3,1968.7,2,1,0
hisoka_nzr2,3,1329.7,2,1,0
grgrsms,3,1953.3,1,2,0
Kermezli,3,1441.0,2,1,0
Soucieu,3,1208.0,0,3,0
rishim3,3,1146.7,2,1,0
Faster999,3,1612.3,2,1,0
justplayer1234,3,2044.0,1,2,0
dimaty26,3,1691.3,2,0,1
SacTheRookie,3,1158.7,2,1,0
danielzeld,3,1359.3,1,1,1
macandchess1,3,1943.0,1,2,0
AthosMc,3,976.7,2,1,0
zebra333,3,1217.7,1,1,1
Raja_451panchal,3,1727.0,1,1,1
semiramisyavrum,3,1680.7,2,1,0
Minecar,3,1202.7,3,0,0
theprincesgambit,3,1250.7,1,2,0
lumaxx,3,1045.3,1,2,0
superapple,3,2657.3,2,1,0
sky1026,3,1894.3,3,0,0
sccaldwell,3,1045.7,1,2,0
martin294,3,1338.7,1,2,0
smartPlay02,3,1768.7,2,1,0
WalliamPls,3,1214.0,1,2,0
gamasi,3,1571.3,1,2,0
pawno_player,3,1261.3,1,2,0
SCSendlingYankee,3,1724.0,1,2,0
roland_agp,3,1824.7,0,3,0
elvarano,3,1853.3,2,1,0
KrUmELur,3,1697.3,2,1,0
zuhib,3,1315.3,2,1,0
VVS1972,3,1763.7,3,0,0
geegan_sanya,3,2180.7,2,1,0
mirchilione,3,1955.3,2,1,0
TommyClaw,3,1748.0,1,2,0
AGMA71997,3,1719.7,0,3,0
babazingobingo,3,911.7,1,2,0
Anton_Perin,3,1296.7,1,2,0
Edgarmar81,3,1733.3,0,3,0
dkillian,3,1804.7,1,2,0
darcyparks,3,1061.0,2,1,0
dtall,3,1641.7,2,1,0
dogacanarslan,3,968.0,0,3,0
puskapiispa,3,1946.3,1,2,0
vegalb123,3,1191.0,2,1,0
marioart6,3,1444.3,1,2,0
AFM_EliasBelmonte035,3,1687.3,2,1,0
MaxChessQuest,3,1030.3,1,2,0
KOBTTAK,3,1771.7,1,2,0
EvilaCorpa,3,1554.3,2,1,0
zivkov,3,1281.3,1,2,0
Stravinskiy,3,829.7,2,0,1
eins_zwo_risiko,3,2217.3,2,1,0
xx-adnan-xx,3,1663.3,0,1,2
rakhimbekovkz,3,1240.0,1,2,0
PuzzleSolver321,3,1603.0,1,2,0
LongSloth,3,1169.7,1,2,0
sergei1956q,3,1942.3,1,1,1
WhyMe11,3,1139.3,1,1,1
LAKARUNRUNG,3,1486.7,1,2,0
shabashabdullatef,3,2221.3,1,2,0
WARGRAD0308,3,1035.7,1,2,0
ink0630,3,2196.7,1,2,0
son_goku7,3,2471.0,1,2,0
Massih-No,3,1662.7,1,2,0
kasper8,3,1307.3,1,2,0
MDAFAALLA,3,1505.0,1,2,0
sultanbeo,3,1827.3,0,3,0
tatu_ush,3,1036.3,2,1,0
DravinRavi,3,1460.0,2,1,0
kvu1126,3,1209.3,1,2,0
Forestsquid,3,1576.3,3,0,0
aiddings,3,1471.0,3,0,0
Grimofc,3,1387.7,1,2,0
springjohnbrucesteen,3,1593.7,1,2,0
Amitbergman123,3,1582.0,0,3,0
IGi0n,3,1428.3,0,3,0
yungchessmafia,3,1475.0,1,2,0
SSaveliev,3,1614.7,1,1,1
GurArieji,3,2119.3,1,2,0
varadero23,3,2396.7,2,1,0
JABERAlhjajy222,3,1899.7,2,1,0
frytom,3,1117.3,2,1,0
Kirill_Khatskevich,3,1483.3,0,3,0
Andrey06123,3,1712.3,0,3,0
kamarajtv,3,1738.7,2,1,0
Bellrango,3,1013.7,1,2,0
Code_D,3,1554.0,0,3,0
sagar_li,3,1564.3,1,2,0
ib-13,3,1415.7,1,2,0
Devez36,3,1219.3,2,1,0
FILETEDEDRAGON,3,1567.7,3,0,0
Chuck401,3,1613.0,1,2,0
oatieandchrid,3,1108.7,1,2,0
renatoharo,3,1548.7,0,3,0
JCJSPT,3,1757.7,0,3,0
JIEW,3,1568.7,0,3,0
yuchaojie,3,2523.7,0,3,0
DaniilVar,3,1912.3,1,1,1
FTK507,3,1248.7,2,1,0
yaze91,3,1205.7,1,2,0
ivanvamvam,3,958.0,1,2,0
SpoconyJelonek,3,1740.7,2,1,0
rombot7,3,2065.3,2,1,0
tommytactics,3,2060.0,2,1,0
Givi97,3,2079.0,2,1,0
nyakroshki,3,1035.7,2,1,0
morteza_pop_2010,3,1149.0,2,1,0
ing_mahach06,3,1479.0,0,2,1
Abdullah_10,3,1147.3,1,2,0
test-team,3,986.3,1,2,0
EBQB1957,3,1631.0,1,0,2
Benipayo2020,3,2115.7,2,1,0
TaahirHun,3,1403.3,1,2,0
tutu_96,3,1074.0,1,2,0
Goganko,3,1777.3,1,2,0
Jeremy_Chavarria_C,3,1007.3,1,2,0
vivekgreen01,3,1015.0,1,2,0
olaflaten,3,864.0,1,2,0
montagdude,3,1014.0,2,1,0
mavrrr,3,1440.0,2,1,0
Popalsya_Sharanoid,3,1736.0,1,2,0
london_chess08,3,2026.0,2,1,0
teallion,3,2031.3,2,1,0
NEVERLESS56,3,1486.7,0,3,0
gafranky,3,1601.0,1,2,0
balbig69,3,1257.3,3,0,0
JesusChristMySavior,3,1550.0,1,1,1
pk2233,3,1797.0,1,2,0
sanuthi,3,1428.3,1,2,0
gylfith,3,1788.0,2,1,0
raphael-p,3,1442.0,2,1,0
iliagred,3,1503.3,1,1,1
SemIsBeterDanMaarsen,3,1532.0,1,2,0
WAYTOIMPROVERESIDENT,3,2141.7,0,3,0
MrJlu,3,1430.7,2,1,0
rybinaanna,3,1838.7,1,2,0
mr_memory,3,1660.7,0,2,1
anodynos,3,1949.7,1,2,0
lamlam_lam,3,1773.0,2,1,0
Azaldo,3,1552.7,0,2,1
vjjj15,3,1253.3,3,0,0
JOJIFBK,3,1098.3,2,1,0
techsan,3,1058.3,3,0,0
aazack,3,1251.7,3,0,0
Atasor,3,2023.3,1,2,0
izakirzyanov,3,1411.0,2,1,0
Hecaterus,3,1356.0,3,0,0
NigmaChess,3,1810.0,1,2,0
beatmebaby,3,1598.0,1,2,0
theycensoredmyname,3,2069.0,2,0,1
Tulasi-Ram_64,3,1988.3,2,1,0
t3ngo,3,865.3,3,0,0
shravinson,3,1414.7,1,2,0
entmurmeln,3,1604.3,1,2,0
Chelitaaa,3,2182.0,2,0,1
johnomatopoeia,3,1770.7,2,1,0
i6sesf,3,2078.0,1,2,0
achraffinlogik,3,1452.0,2,1,0
shutnik10,3,2380.0,2,1,0
rjonatjan,3,1295.7,2,1,0
altemio,3,2349.0,1,2,0
sunilkumar1985,3,992.7,3,0,0
wbijamtescia,3,1913.0,3,0,0
Mire35,3,1955.0,2,1,0
QuantumQuasar_1,3,1641.3,0,2,1
Abdo_gh,3,1302.0,3,0,0
Shado-Fiend,3,1344.3,0,2,1
bfiedler-bot,3,1893.7,1,2,0
grognard1969,3,1066.7,2,1,0
Chesspartano,3,1931.3,2,1,0
Elgalad,3,1505.0,2,1,0
Hayk_Karapetyan,3,1594.3,1,2,0
kryw,3,1774.7,1,2,0
pluri2004,3,1616.3,2,1,0
edn2003,3,1870.0,1,2,0
chesskid72,3,1905.3,1,2,0
juanotones,3,1764.3,2,1,0
imangm,3,1340.7,2,1,0
esacosta,3,1655.0,2,1,0
kill-u-minati,3,1272.0,2,1,0
ykp06,3,1323.0,1,2,0
abumonnagoor,3,1807.3,0,3,0
Neil_41,3,1559.0,0,3,0
WuodOmondi,3,1806.7,1,2,0
AlexisleLion89,3,1412.3,1,2,0
Doctor_Xoe,3,1552.7,1,2,0
mr_globetrotter,3,1764.3,1,2,0
sergiodgomez,3,1195.7,2,1,0
cheese89,3,1509.3,0,3,0
vol-from-yar,3,1644.0,0,3,0
baffledBear,3,2255.7,2,1,0
qweioprty,3,1079.3,1,2,0
Knax_666,3,1626.3,3,0,0
Bublik-Pro,3,1495.3,2,1,0
Rubibarreto6,3,1903.7,0,3,0
dmsher,3,1370.3,2,1,0
hakan2,3,1269.7,2,1,0
garyambu,3,1807.3,1,2,0
Monssterrr,3,1835.0,3,0,0
ser1234567890,3,1137.7,2,1,0
Danissimox,3,971.3,2,1,0
Nishant_Agrawal_0013,3,1157.3,1,2,0
elcapitanBate,3,1481.7,2,1,0
alexschweiz,3,1332.0,3,0,0
diggie,3,1677.3,1,2,0
vidhupv,3,910.3,1,2,0
ismaelgago,3,1787.3,1,2,0
IlyaBud,3,1083.3,3,0,0
makpusz,3,1152.3,1,2,0
sagitovmarat2,3,1275.7,2,1,0
diegofacu,3,1043.7,2,1,0
lidzzy,3,1422.7,2,1,0
bobshepard,3,1941.7,2,1,0
CBFW_KO,3,1332.0,1,2,0
bandi_10000,3,1177.7,2,1,0
Erikelmo,3,1526.7,1,2,0
BHthothephat,3,1572.0,1,2,0
JuanchiDinamic8147,3,2067.0,1,2,0
Nosyfire_newkid,3,1356.0,1,2,0
birol54,3,1652.3,1,2,0
Catalino21,3,1825.3,1,2,0
mlev1,3,1425.3,2,1,0
mapa9178,3,2084.0,1,2,0
vagnoise,3,1047.7,0,3,0
iswiehwuowwoeh,3,1502.7,2,1,0
mkomputes,3,1551.7,1,2,0
partyboy69,3,1482.7,1,1,1
amankeldy222,3,1627.7,1,1,1
Josher001,3,1696.7,2,1,0
amanthakurxD,3,1559.7,2,1,0
Alinator,3,1950.7,2,1,0
viktorl44,3,2152.7,1,2,0
officialamanpal,3,1113.7,1,2,0
Rome_Pope,3,1123.0,2,1,0
Climb512,3,2185.0,1,2,0
Xiao208,3,1318.7,0,3,0
Canguro17,3,1702.3,2,1,0
SindreAG,3,1583.7,3,0,0
SigmaUwU,3,1102.0,2,1,0
DimSav08,3,1222.3,1,2,0
fcoroli,3,1962.7,2,1,0
gmud,3,1864.7,1,2,0
QodirRhobani,3,1558.3,2,1,0
shellyflintic,3,2356.3,2,1,0
JOKER2Q,3,1406.7,3,0,0
Niclasolini,3,2079.0,1,2,0
Diyan_Arora_8x8,3,1580.7,1,2,0
the_reso,3,1364.3,2,1,0
Migdrag76,3,1797.0,2,1,0
mokhtarino,3,1853.0,1,2,0
david_peter,3,1317.3,2,1,0
King_banane,3,1668.0,1,2,0
Aerostatic,3,1929.0,1,1,1
alekst03,3,1386.3,2,1,0
C-lass,3,884.3,1,2,0
saod_777,3,775.7,2,1,0
Ken1980,3,903.0,1,2,0
urn247,3,1525.7,2,1,0
FeimQorrolli,3,2328.7,0,3,0
stonerlyfe,3,1063.7,1,1,1
orthojb,3,1237.7,0,3,0
Buzzyray,3,1480.3,2,1,0
diLLionharper360,3,1820.7,1,2,0
Alexander19821212,3,1508.0,0,3,0
Skendaouch,3,1583.7,0,3,0
sdht,3,1378.3,2,1,0
sudu03,3,1408.3,1,2,0
Harry8633,3,783.7,3,0,0
Ammoos,3,1478.0,1,2,0
tigamb,3,983.7,1,2,0
glew020nz,3,1812.7,1,2,0
lovefordead,3,1666.7,0,3,0
Frankenstein000,3,2039.0,1,1,1
saeedelx,3,1163.3,2,1,0
keremakinates,3,1708.0,2,1,0
Vission_AI,3,1366.7,3,0,0
giovannyakoo,3,1949.3,2,1,0
OzcanE,3,1667.3,1,2,0
Apoorv_sngh,3,1680.3,0,3,0
LeonardQuilt,3,1533.0,2,1,0
D4H9,3,1123.3,3,0,0
Varfux,3,907.7,2,0,1
aydinolgun,3,1017.0,1,2,0
rose_hathaway,3,2434.3,2,1,0
CEPbIN,3,1678.0,3,0,0
stephenreji,3,1446.3,1,2,0
zurabi_s,3,1646.0,3,0,0
jamalhabibi,3,1856.3,0,3,0
vileth,3,1826.0,2,1,0
dllla,3,1477.3,2,1,0
ahmedh_05,3,1516.0,1,2,0
temasp,3,1428.7,1,2,0
Slayder69,3,1044.0,0,3,0
trickyknights1,3,1737.0,3,0,0
Janneontakasin,3,1556.7,1,2,0
Roedeo,3,2038.0,2,0,1
atralupus,3,1282.0,1,2,0
Larri97,3,1416.0,1,2,0
H4r3N,3,1337.3,1,2,0
lfcn8,3,2069.3,1,1,1
ju78,3,1409.0,0,3,0
chech0876,3,1384.7,3,0,0
lidhondt,3,1933.7,2,1,0
Andrej_loz,3,2051.0,1,2,0
Hilario89,3,1446.7,0,3,0
GuySela,3,1885.7,2,1,0
UrOlAn,3,1491.0,3,0,0
OnlychessRoy,3,1695.0,2,1,0
Alondaho,3,1602.7,3,0,0
ferranboada29,3,1732.0,1,2,0
sprite99,3,2117.0,1,1,1
schematov,3,2177.7,0,2,1
MELEKUT,3,1696.7,3,0,0
kaBakveleblebi4326,3,1789.7,2,1,0
Yoshimitsu64,3,1784.0,1,1,1
BrindisySalud,3,1326.7,1,2,0
PatelAmit101,3,1321.7,2,1,0
Dr_FRANKSTIEN23,3,2275.7,2,1,0
Wispars,3,1848.0,1,2,0
Vx4,3,1521.0,2,1,0
KriannEngine,3,1904.3,1,2,0
libya98,3,969.3,1,2,0
kirillzolotarjov,3,1629.0,2,1,0
Nikola345,3,1782.0,1,2,0
sipkoAleks,3,2203.0,3,0,0
yilmazibo,3,2058.0,0,3,0
telettuzik,3,895.7,2,1,0
tgjij,3,1677.3,1,2,0
scrapbrain,3,1555.7,2,1,0
belders,3,957.0,2,1,0
MisterStork,3,1158.0,1,2,0
smlsn,3,1083.7,2,1,0
a3vdv,3,1795.3,2,1,0
academie,3,2150.0,1,2,0
aniisek,3,1053.0,1,1,1
gregpro1,3,1250.0,2,1,0
Siddhant-1111,3,1225.7,0,3,0
pramodkumar1100,3,2236.7,1,1,1
StarOxyHale,3,1715.7,2,1,0
vad0112,3,1087.3,1,2,0
soleimaN60,3,2012.3,0,3,0
AREA1177,3,1882.0,2,1,0
Berserktiger,3,1505.3,0,3,0
AIman228,3,1150.0,1,2,0
joelkokane9,3,1191.3,2,1,0
yacine26,3,1596.0,2,1,0
Iron_SN,3,1726.3,2,1,0
Fradleybear33,3,1107.0,2,1,0
vitudi,3,1554.7,2,1,0
Lvukic23,3,1437.7,0,3,0
XXodKonemX,3,1499.7,2,1,0
Slyph,3,1912.3,2,1,0
touch147,3,1527.3,0,3,0
epouvantail,3,2022.0,2,1,0
Spartak-with-X,3,2191.3,2,1,0
ozdemirtimur,3,2246.3,2,1,0
P_R_M,3,1105.7,1,2,0
KarlKory_2,3,1755.3,0,2,1
ISLAMBEKD,3,1721.3,1,2,0
Brunosaba,3,839.3,3,0,0
Faroasis,3,1164.7,0,3,0
viktorbykov,3,1783.7,1,2,0
PoruchikGolicin,3,2026.0,0,3,0
Fantom_13,3,804.7,0,3,0
VishnupriyaSaran,3,1515.3,0,3,0
damuckinfan,3,1962.7,1,2,0
JackobG,3,1257.3,3,0,0
salah_eddin_dahhan,3,1425.7,2,1,0
davzak,3,1591.3,2,1,0
chesslobato,3,1770.0,0,3,0
tucaoficial,3,1110.7,1,1,1
RicardoGato,3,1714.0,3,0,0
stigkm,3,2339.3,0,3,0
tbh_icareaboutyou,3,2472.0,1,2,0
Edugostosao,3,1849.0,2,1,0
pressurized_copper,3,1704.3,0,3,0
mookchoog,3,1410.7,1,2,0
LouAndNietzsche,3,1645.0,0,3,0
HillMeeS,3,1240.7,2,1,0
GustavGanz77,3,1409.0,2,1,0
vocinur,3,1430.3,1,2,0
Eugene1980,3,1728.3,2,1,0
kTzy,3,1542.3,1,2,0
Hassanalbitar123,3,1535.7,3,0,0
Ratatosqr,3,1672.0,0,3,0
amid_okcurk,3,2040.0,1,2,0
superkan,3,1205.7,1,1,1
ENG_AbdoHassan,3,1454.7,0,3,0
valeriethevaliant,3,2179.3,3,0,0
ACTPO,3,1576.7,2,1,0
Larrypnitro,3,1466.3,1,2,0
shayanalanchari,3,1380.3,0,3,0
Kotochlebek,3,1282.3,1,2,0
Searn,3,1730.7,0,3,0
Snobben,3,2079.3,2,1,0
n8thegreatest,3,967.7,1,2,0
Dmitry_Babkin,3,1419.3,2,1,0
data1354,3,1303.3,2,1,0
PSeba,3,2208.0,1,2,0
iangeoffcaylan,3,1246.7,1,2,0
RealWhitex,3,997.3,1,2,0
filipy4,3,1907.3,1,2,0
dan11l_ryzhov11,3,1545.7,1,2,0
dabbor31,3,1621.7,1,1,1
jezanko,3,1123.7,0,3,0
A7medkarmy,3,1434.7,2,1,0
Papierek,3,1977.7,2,1,0
tinaz99,3,1542.7,1,2,0
VVS2021,3,1837.0,3,0,0
Bestia_z_Wadowitz,3,1567.0,0,3,0
Haiderooov,3,2043.0,2,1,0
whya1waysme,3,1198.3,3,0,0
arvindv92,3,1644.3,0,3,0
Mwpinheiro,3,2031.7,1,2,0
Flag75,3,1426.7,1,2,0
Arriacense,3,1941.0,0,3,0
matinghabit,3,1891.0,1,2,0
Swarohi,3,1211.0,1,2,0
SadeceBirOyun,3,1633.3,1,2,0
sukibag,3,1951.3,2,0,1
Vaidor,3,1433.7,1,2,0
tsquare84,3,1510.3,1,2,0
Johnselim,3,1710.0,1,2,0
simple_88,3,1669.3,3,0,0
krossik,3,807.7,1,2,0
uksal,3,1729.3,2,1,0
Miltongenio10,3,2081.0,2,1,0
UnlimHori,3,1482.7,1,2,0
RohitShende,3,1730.7,2,1,0
Yondereyes,3,1381.0,3,0,0
skillerbabo,3,2367.0,1,1,1
gi_Varg,3,776.7,0,3,0
trongdat_lee,3,1513.3,1,2,0
tata_10,3,1871.7,0,2,1
Richi_L,3,1721.7,3,0,0
mr_darknox,3,1649.0,2,0,1
ZMDahlke_2014_Canada,3,1562.0,1,2,0
Bartleby455,3,1414.7,1,2,0
jonielromero,3,954.0,1,1,1
atentatent,3,1322.3,3,0,0
Acciuga2,3,1384.0,1,1,1
Latzen,3,1064.7,1,2,0
yryruru,3,1925.0,3,0,0
Tsudago,3,1928.7,1,1,1
taortuga,3,1335.3,1,2,0
burakguner,3,1783.3,0,3,0
Jacob_E,3,1600.0,3,0,0
MarchukOleg,3,928.0,3,0,0
repellantrex,3,1198.0,2,1,0
Bpow94,3,1723.3,1,1,1
sagem1200,3,2110.0,1,2,0
gbrowning88,3,1787.3,2,1,0
Dark_Hunter2,3,1765.7,1,2,0
giorgioeab,3,1386.0,0,2,1
zeba1985,3,1522.0,1,1,1
ladychess35,3,1634.7,1,2,0
Chessyodha,3,1872.0,1,2,0
Dual64,3,1606.0,1,2,0
LeouchRamp,3,1719.0,2,1,0
Hsyn12,3,1736.3,1,2,0
PATLANJ,3,1272.0,2,1,0
titano,3,1240.0,0,3,0
Kaustubh178,3,1301.3,3,0,0
Alpentraum,3,2047.0,1,2,0
RedDragon03,3,2032.3,2,1,0
Fidelita,3,1789.7,3,0,0
emresah34,3,1268.3,2,1,0
ehsanstr,3,1741.7,2,1,0
Frontovik242,3,1983.3,1,2,0
SvDarmstadt98,3,969.3,2,1,0
Benno10321,3,1912.3,3,0,0
kamikaze1111,3,1819.0,1,2,0
ebrekhova,3,1154.0,3,0,0
Allam03,3,1445.3,2,1,0
FuRyToXy,3,1778.0,2,1,0
aberratioictus26,3,2168.0,2,1,0
yazzclando,3,1458.7,1,2,0
TheGoldenProteus,3,1329.3,2,1,0
zakariasf,3,1962.7,2,1,0
Jellyboixox,3,1293.7,2,1,0
dsc60,3,929.7,0,3,0
Yoshi_2003,3,1899.7,0,3,0
franz831,3,1584.3,2,1,0
xHerrDerLingex,3,1778.7,1,2,0
Khamba1996,3,2006.7,2,1,0
Aleckim,3,1730.3,2,1,0
vasyath3slay3r,3,1880.7,0,3,0
GarageMan,3,2192.3,3,0,0
AA_England,3,2037.7,1,2,0
tigrefas07,3,1641.7,0,3,0
amccarty,3,1491.3,0,3,0
viifreitas,3,1264.3,1,2,0
sturgeonov,3,1727.0,1,2,0
imedmn,3,1536.3,3,0,0
Jackie_Chan2002,3,2037.3,2,1,0
Jerry_62442,3,1655.7,1,2,0
StrontBroek,3,1887.3,1,2,0
saadelgendy,3,1999.3,2,1,0
urban_fox,3,1010.7,1,2,0
Str1keonce,3,1587.0,2,1,0
stuardos,3,2044.3,2,1,0
tahinlitulumba,3,1295.7,1,2,0
wolf-of-the-egypt111,3,2143.7,1,2,0
Gert69,3,1750.7,1,2,0
Jack_Sparrow_1,3,2143.0,2,1,0
fanGalchenko,3,1295.7,2,1,0
Follhorst,3,2199.3,2,1,0
zb_g,3,2263.0,2,1,0
Arconne,3,1660.0,1,2,0
rohinishbawa,3,817.0,1,2,0
Tmaten3,3,2122.0,1,2,0
Eugenb,3,1521.0,1,2,0
emirkafa,3,2201.7,2,1,0
Mahmoudggg,3,1412.7,2,1,0
AnnaShi,3,1030.7,2,1,0
spartak5555,3,1468.0,1,2,0
OllechD,3,2086.3,2,1,0
KakashiSensei992,3,1205.7,1,2,0
NIHILUS1918,3,1551.3,2,1,0
Pam2011,3,1554.7,1,2,0
kutmanis,3,1514.3,2,1,0
Coollights,3,1799.0,1,2,0
JOEL_MARES,3,1701.7,1,2,0
Joyeagle,3,1532.3,2,1,0
snessyec,3,1429.0,1,2,0
Aleksandr_Ebel,3,1135.7,2,1,0
siskonepo,3,1913.7,2,1,0
codic,3,1254.3,1,2,0
yashanpat,3,1306.0,1,2,0
QuarantaeneSchlumpf,3,2215.3,1,2,0
aledei,3,1252.7,1,2,0
gabriel570869,3,2280.7,2,1,0
roman_44,3,1653.0,0,3,0
PIKOLIPSIIS,3,1699.3,2,1,0
thorold,3,1350.7,1,2,0
Victor1108,3,1970.0,0,2,1
Falah1993,3,1519.0,2,0,1
verdrietzak,3,1861.7,2,1,0
DeeRoll,3,1608.3,1,2,0
DYKPIU,3,2139.0,2,1,0
rommydanimars,3,1902.7,2,1,0
Keii456,3,1290.3,1,2,0
ayttixx4,3,2000.0,0,3,0
sajilgovind23,3,1314.7,1,2,0
Aetu7,3,1398.0,1,2,0
hursitkip33,3,1858.0,1,2,0
serafimsvensson,3,2195.0,1,1,1
Pochatkov_Ivan,3,2145.3,2,1,0
u9champ,3,1833.0,3,0,0
MAlaee,3,1953.7,2,1,0
Alvar1000,3,1803.0,1,2,0
tal_ar,3,1973.7,2,1,0
Lazicana,3,1386.7,2,1,0
Yuriy838383,3,1747.0,1,2,0
vitaliybelikov6795,3,1127.3,1,2,0
Maksa_43,3,1241.3,0,3,0
theyoungk,3,1302.7,1,2,0
Alph4Br4vo,3,1367.0,0,3,0
LuWeIyAnG,3,2267.0,2,1,0
